key,description
API_ACCOUNTS.ACC_DUE_AMT1,ACC_DUE_AMT1 1 cycle old due amount
API_ACCOUNTS.ACC_DUE_AMT2,ACC_DUE_AMT2 2 cycle old due amount
API_ACCOUNTS.ACC_DUE_AMT3,ACC_DUE_AMT3 3 cycle old due amount
API_ACCOUNTS.ACC_DUE_AMT4,ACC_DUE_AMT4 4 cycle old due amount
API_ACCOUNTS.ACC_DUE_AMT5,ACC_DUE_AMT5 5 cycle old due amount
API_ACCOUNTS.ACC_DUE_AMT_PD1,ACC_DUE_AMT_PD1 1 cycle old due amount paid
API_ACCOUNTS.ACC_DUE_AMT_PD2,ACC_DUE_AMT_PD2 2 cycle old due amount paid
API_ACCOUNTS.ACC_DUE_AMT_PD3,ACC_DUE_AMT_PD3 3 cycle old due amount paid
API_ACCOUNTS.ACC_DUE_AMT_PD4,ACC_DUE_AMT_PD4 4 cycle old due amount paid
API_ACCOUNTS.ACC_DUE_AMT_PD5,ACC_DUE_AMT_PD5 5 cycle old due amount paid
API_ACCOUNTS.ACC_DUE_AMT_PD_EXCESS,ACC_DUE_AMT_PD_EXCESS Total amount paid against future due dates
API_ACCOUNTS.ACC_DUE_CAT1,ACC_DUE_CAT1 Enter the delinquency category of 1 cycle old due date
API_ACCOUNTS.ACC_DUE_CAT2,ACC_DUE_CAT2 Enter the delinquency category of 2 cycle old due date
API_ACCOUNTS.ACC_DUE_CAT3,ACC_DUE_CAT3 Enter the delinquency category of 3 cycle old due date
API_ACCOUNTS.ACC_DUE_CAT4,ACC_DUE_CAT4 Enter the delinquency category of 4 cycle old due date
API_ACCOUNTS.ACC_DUE_CAT5,ACC_DUE_CAT5 Enter the delinquency category of 5 cycle old due date
API_ACCOUNTS.ACC_DUE_DT_NEXT,ACC_DUE_DT_NEXT The date on which the next payment is due
API_ACCOUNTS.ACC_DLQ_IND,ACC_DLQ_IND Indicates whether the account is delinquent
API_ACCOUNTS.ACC_DLQ_DT,ACC_DLQ_DT The date on which the account went delinquent
API_ACCOUNTS.ACC_DLQ_COUNT1_LIFE_CONV,ACC_DLQ_COUNT1_LIFE_CONV The number of times account is delinquent for 30 days or more for conversion
API_ACCOUNTS.ACC_DLQ_COUNT2_LIFE_CONV,ACC_DLQ_COUNT2_LIFE_CONV The number of times account is delinquent for 60 days or more for conversion
API_ACCOUNTS.ACC_DLQ_COUNT3_LIFE_CONV,ACC_DLQ_COUNT3_LIFE_CONV The number of times account is delinquent for 90 days or more for conversion
API_ACCOUNTS.ACC_DLQ_COUNT4_LIFE_CONV,ACC_DLQ_COUNT4_LIFE_CONV The number of times account is delinquent for 120 days or more for conversion
API_ACCOUNTS.ACC_DLQ_NEXT_FOLLOWUP_DT,ACC_DLQ_NEXT_FOLLOWUP_DT The date on which delinquency followup is scheduled
API_ACCOUNTS.ACC_BKRP_IND,ACC_BKRP_IND Indicates whether the account is in bankruptcy
API_ACCOUNTS.ACC_BKRP_TYPE_CD,ACC_BKRP_TYPE_CD Reference key to lookup bankruptcy type such as chapter 7 11 13
API_ACCOUNTS.ACC_BKRP_DISPOSITION_CD,ACC_BKRP_DISPOSITION_CD Reference key to lookup bankruptcy disposition
API_ACCOUNTS.ACC_BKRP_NEXT_FOLLOWUP_DT,ACC_BKRP_NEXT_FOLLOWUP_DT The date on which next followup is scheduled
API_ACCOUNTS.ACC_BKRP_DT,ACC_BKRP_DT The date on which bankruptcy was filed
API_ACCOUNTS.ACC_BKRP_COMMENT,ACC_BKRP_COMMENT A user defined comment for bankruptcy
API_ACCOUNTS.ACC_REPO_FORC_IND,ACC_REPO_FORC_IND Indicates whether the account is repossessed
API_ACCOUNTS.ACC_REPO_FORC_NEXT_FOLLOWUP_DT,ACC_REPO_FORC_NEXT_FOLLOWUP_DT The date on which next repo or foreclosure followup is scheduled
API_ACCOUNTS.ACC_CHGOFF_IND,ACC_CHGOFF_IND Indicates whether the account is Charged off
API_ACCOUNTS.ACC_CHGOFF_TYPE_CD,ACC_CHGOFF_TYPE_CD Reference key to lookup charged off type
API_ACCOUNTS.ACC_CHGOFF_DISPOSITION_CD,ACC_CHGOFF_DISPOSITION_CD Reference key to lookup charged off disposition
API_ACCOUNTS.ACC_CHGOFF_NEXT_FOLLOWUP_DT,ACC_CHGOFF_NEXT_FOLLOWUP_DT The date on which next deficiency followup is scheduled
API_ACCOUNTS.ACC_CHGOFF_DT,ACC_CHGOFF_DT The date on which account was Charged off or deficiency was established
API_ACCOUNTS.ACC_CHGOFF_AMT,ACC_CHGOFF_AMT Total charged off amount
API_ACCOUNTS.ACC_CHGOFF_COMMENT,ACC_CHGOFF_COMMENT A user defined comment for Charged off account
API_ACCOUNTS.ACC_PDOFF_DT,ACC_PDOFF_DT The date on which the account was paid off
API_ACCOUNTS.ACC_POO_POOL,ACC_POO_POOL Reference key to pool
API_ACCOUNTS.ACC_CRB_FIRST_DLQ_DT,ACC_CRB_FIRST_DLQ_DT Date on which the account went delinquent for the first time
API_ACCOUNTS.ACC_CRB_PMT_HISTORY_DT,ACC_CRB_PMT_HISTORY_DT Enter the payment history date for credit bureau reporting.
API_ACCOUNTS.ACC_RAT_RUN_DT_NEXT,ACC_RAT_RUN_DT_NEXT Next run date of rate change processing
API_ACCOUNTS.ACC_DDT_RUN_DT_LAST,ACC_DDT_RUN_DT_LAST Effective date of last billing date
API_ACCOUNTS.ACC_COMP_INT_AMT_EARNED,ACC_COMP_INT_AMT_EARNED Total interest amount earned
API_ACCOUNTS.ACC_COMP_AMT_EARNED,ACC_COMP_AMT_EARNED Compensation amount earned
API_ACCOUNTS.ACC_COMP_AMT_PD,ACC_COMP_AMT_PD Total compensation amount paid
API_ACCOUNTS.ACC_COMP_AMT_WRITEOFF,ACC_COMP_AMT_WRITEOFF Total compensation amount written off
API_ACCOUNTS.ACC_COMP_NEXT_PMT_DT,ACC_COMP_NEXT_PMT_DT The date on which next compensation payment is scheduled
API_ACCOUNTS.ACC_COMP_LAST_PMT_DT,ACC_COMP_LAST_PMT_DT The date on which last compensation payment was paid
API_ACCOUNTS.ACC_CHBK_AMT,ACC_CHBK_AMT Total amount of chargeback amount
API_ACCOUNTS.ACC_INDEX_TYPE_CD_CUR,ACC_INDEX_TYPE_CD_CUR Reference key to lookup index type(Current)
API_ACCOUNTS.ACC_INDEX_RATE_CUR,ACC_INDEX_RATE_CUR Index rate(Current)
API_ACCOUNTS.ACC_MRATE_CUR,ACC_MRATE_CUR The margin rate(Current)
API_ACCOUNTS.ACC_CR_LMT_CUR,ACC_CR_LMT_CUR Credit limit(Current)
API_ACCOUNTS.ACC_CR_HOLD,ACC_CR_HOLD Credit limit on hold
API_ACCOUNTS.ACC_CR_SUSPENDED,ACC_CR_SUSPENDED Suspended credit limit
API_ACCOUNTS.ACC_CR_CONSUMED,ACC_CR_CONSUMED Consumed credit limit
API_ACCOUNTS.ACC_CR_OVERLMT_COUNT_YEAR,ACC_CR_OVERLMT_COUNT_YEAR Number of times credit overlimit in this year of the account
API_ACCOUNTS.ACC_CR_OVERLMT_COUNT_LIFE,ACC_CR_OVERLMT_COUNT_LIFE Number of times credit overlimit on the life of the account
API_ACCOUNTS.ACC_ADV_AMT_LAST,ACC_ADV_AMT_LAST The amount of the  last advance
API_ACCOUNTS.ACC_DLQ_COUNT0_LIFE_CONV,ACC_DLQ_COUNT0_LIFE_CONV The number of times account is delinquent for 30 days or more for conversion
API_ACCOUNTS.ACC_DLQ_COUNT5_LIFE_CONV,ACC_DLQ_COUNT5_LIFE_CONV The number of times account was delinquent for 150 days or more as per conversion
API_ACCOUNTS.ACC_DLQ_COUNT6_LIFE_CONV,ACC_DLQ_COUNT6_LIFE_CONV The number of times account was delinquent for 180 days or more as per conversion
API_ACCOUNTS.ACC_DCT_DLQ_START_DT,ACC_DCT_DLQ_START_DT The oldest due date associated to the highest delq category
API_ACCOUNTS.ACC_DCT_HIGHEST_CATEGORY,ACC_DCT_HIGHEST_CATEGORY The highest delq category for the associated oldest due date
API_ACCOUNTS.ACT_FTA_TABLE_ATTRIBUTE1,ACT_FTA_TABLE_ATTRIBUTE1 Name of the account tracking attribute parameter 1
API_ACCOUNTS.ACT_FTA_TABLE_ATTRIBUTE2,ACT_FTA_TABLE_ATTRIBUTE2 Name of the account tracking attribute parameter 2
API_ACCOUNTS.ACT_FTA_TABLE_ATTRIBUTE3,ACT_FTA_TABLE_ATTRIBUTE3 Name of the account tracking attribute parameter 3
API_ACCOUNTS.ACT_FTA_TABLE_ATTRIBUTE4,ACT_FTA_TABLE_ATTRIBUTE4 Name of the account tracking attribute parameter 4
API_ACCOUNTS.ACT_FTA_TABLE_ATTRIBUTE5,ACT_FTA_TABLE_ATTRIBUTE5 Name of the account tracking attribute parameter 5
API_ACCOUNTS.ACC_CRB_ORIGINAL_CHGOFF_AMT,ACC_CRB_ORIGINAL_CHGOFF_AMT Original charged off Amount
API_ACCOUNTS.ACC_MULTI_BILL_ASSET_RATE_IND,ACC_MULTI_BILL_ASSET_RATE_IND Indicates whether multiple asset rates are applicable for one billing period or not
API_ACCOUNTS.ACC_PMT_MODE_CD_CUR,ACC_PMT_MODE_CD_CUR Reference lookup to Accounts payment mode current (cash/check)
API_ACCOUNTS.ACC_SEC_ENABLED_IND,ACC_SEC_ENABLED_IND Account Securitization indicator
API_ACCOUNTS.ACC_RATE_MAX_INCREASE_YEAR,ACC_RATE_MAX_INCREASE_YEAR Maximum allowable increase in rate in a year
API_ACCOUNTS.ACC_RATE_MAX_INCREASE_LIFE,ACC_RATE_MAX_INCREASE_LIFE Maximum allowable increase in rate in the life of the contract
API_ACCOUNTS.ACC_STMT_PREFERENCE_MODE_CD,ACC_STMT_PREFERENCE_MODE_CD Account Statement Preference Mode code
API_ACCOUNTS.ACC_ACCRUAL_CALC_METHOD_CD,ACC_ACCRUAL_CALC_METHOD_CD Reference key to lookup accrual calculation method such as actuarial  sum of digits or simple interest
API_ACCOUNTS.ACC_INT_ACCRUED_AMT,ACC_INT_ACCRUED_AMT Total amount of interest accrued
API_ACCOUNTS.ACC_ACCRUAL_CALC_METHOD_CD,ACC_ACCRUAL_CALC_METHOD_CD Reference key to lookup accrual calculation method such as actuarial  sum of digits or simple interest
API_ACCOUNTS.ACC_COMP_PLAN_UPD_DT_LAST,ACC_COMP_PLAN_UPD_DT_LAST The date on which last compensation plan revision was done
API_ACCOUNTS.ACC_COMP_PLAN_UPD_DT_NEXT,ACC_COMP_PLAN_UPD_DT_NEXT The date on which next compensation plan revision will be done
API_ACCOUNTS.ACC_COMP_REVISE_PLAN_TERM,ACC_COMP_REVISE_PLAN_TERM Compensation plan revision term
API_ACCOUNTS.ACC_COMP_STOP_IND,ACC_COMP_STOP_IND Indicates if compensation calculation for the account is stopped
API_ACCOUNTS.ACC_COUPON_FIRST_PMT_DT_CUR,ACC_COUPON_FIRST_PMT_DT_CUR The date on which first payment is expected on the re-ordered coupon book (Current) and it is used for converting accounts from other system
API_ACCOUNTS.ACC_COUPON_ORDER_DT_CUR,ACC_COUPON_ORDER_DT_CUR The date on which coupon book was re-ordered (Current) and it is used for converting accounts from other system
API_ACCOUNTS.ACC_CRB_ORIGINAL_CHGOFF_AMT,ACC_CRB_ORIGINAL_CHGOFF_AMT Original charged off Amount
API_ACCOUNTS.ACC_CRD_RUN_DT_LAST,ACC_CRD_RUN_DT_LAST The last run date of account credit card processing 
API_ACCOUNTS.ACC_CRD_RUN_DT_NEXT,ACC_CRD_RUN_DT_NEXT The next scheduled run date of account credit card processing
API_ACCOUNTS.ACC_DLQ_REASON_CD,ACC_DLQ_REASON_CD Account Delequency Code
API_ACCOUNTS.ACC_FUTURE_PAYOFF_AMT,ACC_FUTURE_PAYOFF_AMT Pay off amount applicable till future payoff date
API_ACCOUNTS.ACC_FUTURE_PAYOFF_DT,ACC_FUTURE_PAYOFF_DT Pay off amount applicable till this date
API_ACCOUNTS.ACC_POO_SUPER_POOL,ACC_POO_SUPER_POOL Super pool name
API_ACCOUNTS.ACC_PRD_PRODUCT,ACC_PRD_PRODUCT Reference key to product
API_ACCOUNTS.ACC_RATE_MAX_INCREASE_LIFE,ACC_RATE_MAX_INCREASE_LIFE Maximum allowable increase in rate in the life of the contract
API_ACCOUNTS.ACC_RATE_MAX_INCREASE_YEAR,ACC_RATE_MAX_INCREASE_YEAR Maximum allowable increase in rate in a year
API_ACCOUNTS.ACC_REDRAW_AMT_AVAILABLE,ACC_REDRAW_AMT_AVAILABLE Account Available re-draw amount
API_ACCOUNTS.ACC_REPAYMENT_SKIP_PERIOD,ACC_REPAYMENT_SKIP_PERIOD Stores all months that are allowed to skip payment such as MARCH APRIL MAY and it is used for converting accounts from other system
API_ACCOUNTS.ACC_SEC_ENABLED_IND,ACC_SEC_ENABLED_IND Account Securitization indicator
API_ACCOUNTS.ACC_SETTL_AMT,ACC_SETTL_AMT Settlement amount agreed by customer to the lender
API_ACCOUNTS.ACC_SETTL_AMT_PD,ACC_SETTL_AMT_PD Total amount paid by the customer and allocated to account balances between effective date and Good through date
API_ACCOUNTS.ACC_SETTL_EXPIRY_DT,ACC_SETTL_EXPIRY_DT Settlement agreement end date
API_ACCOUNTS.ACC_SETTL_START_DT,ACC_SETTL_START_DT Settlement agreement start date
API_ACCOUNTS.ACC_STMT_PREFERENCE_MODE_CD,ACC_STMT_PREFERENCE_MODE_CD Account Statement Preference Mode code
API_ACCOUNTS.CREATED_BY,CREATED_BY Standard Who
API_ACCOUNTS.CREATION_DATE,CREATION_DATE Standard Who
API_ACCOUNTS.ACC_ALLOW_REPO_ON_SCRA_IND,ACC_ALLOW_REPO_ON_SCRA_IND Indicator to state if SCRA is allowed on Reposession
API_ACCOUNT_BALANCES.ABL_BAL_ABL,ABL_BAL_ABL Accumulated Average daily balance for advance balance type
API_ACCOUNT_BALANCES.ABL_APP_ORIG_SYS_XREF,ABL_APP_ORIG_SYS_XREF External Reference Number
API_ACCOUNT_BALANCES.CREATED_BY,CREATED_BY Standard Who
API_ACCOUNT_BALANCES.CREATION_DATE,CREATION_DATE Standard Who
API_ACCOUNT_BALANCES.ABL_DT,ABL_DT Effective date of the balance
API_ACCOUNT_BALANCES.ABL_PROM_TYPE_CD,ABL_PROM_TYPE_CD Reference key to lookup promotion type
API_ACCOUNT_BALANCES.ABL_RATE,ABL_RATE Interest rate during the promotional period
API_ACCOUNT_BALANCES.ABL_TERM,ABL_TERM Promotional term or period
API_ACCOUNT_BALANCES.ABL_PRM_END_DT,ABL_PRM_END_DT Promotion balance end date
API_ACCOUNT_BALANCES.ABL_DUE_AMT1,ABL_DUE_AMT1 Due amount 1 cycle old
API_ACCOUNT_BALANCES.ABL_DUE_AMT2,ABL_DUE_AMT2 Due amount 2 cycle old
API_ACCOUNT_BALANCES.ABL_DUE_AMT3,ABL_DUE_AMT3 Due amount 3 cycle old
API_ACCOUNT_BALANCES.ABL_DUE_AMT4,ABL_DUE_AMT4 Due amount 4 cycle old
API_ACCOUNT_BALANCES.ABL_DUE_AMT5,ABL_DUE_AMT5 Due amount 5 cycle old
API_ACCOUNT_BALANCES.ABL_DUE_AMT_PD1,ABL_DUE_AMT_PD1 Due amount 1 cycle old paid
API_ACCOUNT_BALANCES.ABL_DUE_AMT_PD2,ABL_DUE_AMT_PD2 Due amount 2 cycle old paid
API_ACCOUNT_BALANCES.ABL_DUE_AMT_PD3,ABL_DUE_AMT_PD3 Due amount 3 cycle old paid
API_ACCOUNT_BALANCES.ABL_DUE_AMT_PD4,ABL_DUE_AMT_PD4 Due amount 4 cycle old paid
API_ACCOUNT_BALANCES.ABL_DUE_AMT_PD5,ABL_DUE_AMT_PD5 Due amount 5 cycle old paid
API_ACCOUNT_BALANCES.ABL_PIN_CODE,ABL_PIN_CODE Reference Key to Product Insurances
API_ACCOUNT_BALANCES.ABL_INS_SUB_TYPE_CD,ABL_INS_SUB_TYPE_CD The credit insurance sub type code
API_ACCOUNT_BALANCES.ABL_INS_STATUS_CD,ABL_INS_STATUS_CD The credit insurance status code such as active
API_ACCOUNT_BALANCES.ABL_BAL_TERMINATE,ABL_BAL_TERMINATE Terminated Balance (ITD)
API_ACCOUNT_BALANCES.ABL_BAL_TERMINATE_CTD,ABL_BAL_TERMINATE_CTD Terminated balance (CTD) for the current cycle
API_ACCOUNT_BALANCES.ABL_BAL_TERMINATE_YTD,ABL_BAL_TERMINATE_YTD Terminated balance (YTD) for the current year
API_ACCOUNT_BALANCES.ABL_BAL_TERMINATE_CTD1,ABL_BAL_TERMINATE_CTD1 Terminated balance (CTD) for the previous cycle
API_ACCOUNT_BALANCES.ABL_BAL_TERMINATE_YTD1,ABL_BAL_TERMINATE_YTD1 Terminated balance (YTD) for the previous year
API_ACCOUNT_BALANCES.ABL_TERMINATE_IND,ABL_TERMINATE_IND Indicates whether balance is terminatable
API_ACCOUNT_BALANCES.ABL_BAL_ABL_CTD1,ABL_BAL_ABL_CTD1 Accumulated Average daily balance for advance balance type for previous cycle one
API_ACCOUNT_BALANCES.ABL_BAL_ABL_CTD2,ABL_BAL_ABL_CTD2 Accumulated Average daily balance for advance balance type for previous cycle two
API_ACCOUNT_BALANCES.ABL_BAL_ABL_CTD3,ABL_BAL_ABL_CTD3 Accumulated Average daily balance for advance balance type for previous cycle three
API_ACCOUNT_BALANCES.ABL_BAL_ABL_CTD4,ABL_BAL_ABL_CTD4 Accumulated Average daily balance for advance balance type for previous cycle four
API_ACCOUNT_BALANCES.ABL_BAL_ABL_CTD5,ABL_BAL_ABL_CTD5 Accumulated Average daily balance for advance balance type for previous cycle five
API_ACCOUNT_BALANCES.ABL_NON_PERFORM_ROLL_IND,ABL_NON_PERFORM_ROLL_IND Indicates whether balance can be rolled
API_ACCOUNT_BALANCES.ABL_NON_PERFORM_TXN_TYPE_CD,ABL_NON_PERFORM_TXN_TYPE_CD Balance type where non-performing balance rolled into
API_ACCOUNT_BALANCES.ABL_BAL_XFER2NON_PERFORM,ABL_BAL_XFER2NON_PERFORM Amount was due for the balance type  when account went into non-performance state
API_ACCOUNT_BALANCES.ABL_BAL_PD_XFER2NON_PERFORM,ABL_BAL_PD_XFER2NON_PERFORM Amount was paid for the balance type  when account went into non-performance state
API_ACCOUNT_BALANCES.ABL_NON_PERFORM_BAL,ABL_NON_PERFORM_BAL Non performing balance
API_ACCOUNT_BALANCES.ABL_NON_PERFORM_BAL_PD,ABL_NON_PERFORM_BAL_PD Amount paid against non-performing balance
API_ACCOUNT_BALANCES.ABL_NON_PERFORM_BAL_PD_EXCESS,ABL_NON_PERFORM_BAL_PD_EXCESS Amount paid excess to non-performing balance
API_ACCOUNT_BALANCES.ABL_NON_PERFORM_BAL_WAIVED,ABL_NON_PERFORM_BAL_WAIVED Waived non-performing balance
API_ACCOUNT_BALANCES.ABL_NON_PERFORM_BAL_ADJ_PLUS,ABL_NON_PERFORM_BAL_ADJ_PLUS Positive adjustments to non-performing balance
API_ACCOUNT_BALANCES.ABL_NON_PERFORM_BAL_ADJ_MINUS,ABL_NON_PERFORM_BAL_ADJ_MINUS Negative adjustments to non-performing balance
API_ACCOUNT_BALANCES.ABL_BAL_BILLED,ABL_BAL_BILLED Billed balance
API_ACCOUNT_BALANCES.ABL_BAL_BILLED_CTD,ABL_BAL_BILLED_CTD Billed balance (CTD) for the current year
API_ACCOUNT_BALANCES.ABL_BAL_BILLED_CTD1,ABL_BAL_BILLED_CTD1 Billed balance (CTD) for the previous year
API_ACCOUNT_BALANCES.ABL_BAL_BILLED_YTD,ABL_BAL_BILLED_YTD Billed balance (YTD) for the current year
API_ACCOUNT_BALANCES.ABL_RATE_EFFECTIVE,ABL_RATE_EFFECTIVE Stores the current effective rate
API_ACCOUNT_BALANCES.ABL_CPT_IND,ABL_CPT_IND Indicates whether the account is enabled for capitalized or not
API_ACCOUNT_BALANCES.ABL_CPT_FREQUENCY_CD,ABL_CPT_FREQUENCY_CD Capitalization Frequency
API_ACCOUNT_BALANCES.ABL_CPT_GRACE_DAYS,ABL_CPT_GRACE_DAYS Grace days provided before executing the Capitalization
API_ACCOUNT_BALANCES.ABL_CPT_RUN_DT_NEXT,ABL_CPT_RUN_DT_NEXT Account Balances Capitalization next Run Date
API_ACCOUNT_BALANCES.ABL_BAL_CPT_PLUS,ABL_BAL_CPT_PLUS Positive adjustments to balance type (CPT) Capitalization
API_ACCOUNT_BALANCES.ABL_BAL_CPT_MINUS,ABL_BAL_CPT_MINUS Negative adjustments to balance type (CPT) Capitalization
API_ACCOUNT_BALANCES.ABL_BAL_CPT_PLUS_CTD,ABL_BAL_CPT_PLUS_CTD Current to date Adjusted Plus Balance
API_ACCOUNT_BALANCES.ABL_BAL_CPT_MINUS_CTD,ABL_BAL_CPT_MINUS_CTD Current to date Adjusted Minus Balance
API_ACCOUNT_BALANCES.ABL_BAL_CPT_PLUS_YTD,ABL_BAL_CPT_PLUS_YTD Positive adjustment balance (YTD) for the current year
API_ACCOUNT_BALANCES.ABL_BAL_CPT_MINUS_YTD,ABL_BAL_CPT_MINUS_YTD Negative adjustment balance (YTD) for the current year
API_ACCOUNT_BALANCES.ABL_TXN_TYPE_CD,ABL_TXN_TYPE_CD Reference key to lookup transaction type or balance type
API_ACCOUNT_BALANCES.ABL_PRM_CODE,ABL_PRM_CODE Reference key to promotion
API_ACCOUNT_BALANCES.ABL_BAL_SORT,ABL_BAL_SORT Sort
API_ACCOUNT_BALANCES.ABL_BAL,ABL_BAL Current posted balance(Advance/Interest/Fee/Expense/Insurance)
API_ACCOUNT_BALANCES.ABL_BAL_PD,ABL_BAL_PD Balance paid (ITD)
API_ACCOUNT_BALANCES.ABL_BAL_WAIVED,ABL_BAL_WAIVED Balance waived (ITD)
API_ACCOUNT_BALANCES.ABL_BAL_CHGOFF,ABL_BAL_CHGOFF Charged off balance (ITD)
API_ACCOUNT_BALANCES.ABL_BAL_RECOVERED,ABL_BAL_RECOVERED Balance recovered (ITD)
API_ACCOUNT_BALANCES.ABL_BAL_ADJUSTED_PLUS,ABL_BAL_ADJUSTED_PLUS Positive adjustment balance (ITD)
API_ACCOUNT_BALANCES.ABL_BAL_ADJUSTED_MINUS,ABL_BAL_ADJUSTED_MINUS Negative adjustment balance (ITD)
API_ACCOUNT_BALANCES.ABL_BAL_OPEN_CTD,ABL_BAL_OPEN_CTD Opening balance (CTD) for the current cycle
API_ACCOUNT_BALANCES.ABL_BAL_CTD,ABL_BAL_CTD Posted balance (CTD) for the current cycle
API_ACCOUNT_BALANCES.ABL_BAL_PD_CTD,ABL_BAL_PD_CTD Balance paid (CTD) in the current cycle
API_ACCOUNT_BALANCES.ABL_BAL_WAIVED_CTD,ABL_BAL_WAIVED_CTD Balance waived (CTD) in the current cycle
API_ACCOUNT_BALANCES.ABL_BAL_CHGOFF_OPEN_CTD,ABL_BAL_CHGOFF_OPEN_CTD Opening Charged off balance (CTD) for the current cycle
API_ACCOUNT_BALANCES.ABL_BAL_CHGOFF_CTD,ABL_BAL_CHGOFF_CTD Charged off balance (CTD) for the current cycle
API_ACCOUNT_BALANCES.ABL_BAL_RECOVERED_CTD,ABL_BAL_RECOVERED_CTD Balance recovered (CTD) in the current year
API_ACCOUNT_BALANCES.ABL_BAL_ADJUSTED_PLUS_CTD,ABL_BAL_ADJUSTED_PLUS_CTD Positive adjustment balance (CTD) for the current cycle
API_ACCOUNT_BALANCES.ABL_BAL_ADJUSTED_MINUS_CTD,ABL_BAL_ADJUSTED_MINUS_CTD Negative adjustment balance (CTD) for the current cycle
API_ACCOUNT_BALANCES.ABL_BAL_OPEN_YTD,ABL_BAL_OPEN_YTD Opening balance (YTD) for the current year
API_ACCOUNT_BALANCES.ABL_BAL_YTD,ABL_BAL_YTD Posted balance (YTD) for the current year
API_ACCOUNT_BALANCES.ABL_BAL_PD_YTD,ABL_BAL_PD_YTD Balance paid(YTD) in the current year
API_ACCOUNT_BALANCES.ABL_BAL_WAIVED_YTD,ABL_BAL_WAIVED_YTD Balance waived (YTD) in the current year
API_ACCOUNT_BALANCES.ABL_BAL_CHGOFF_OPEN_YTD,ABL_BAL_CHGOFF_OPEN_YTD Opening Charged off balance (YTD) for the current year
API_ACCOUNT_BALANCES.ABL_BAL_CHGOFF_YTD,ABL_BAL_CHGOFF_YTD Charged off balance (YTD) for the current year
API_ACCOUNT_BALANCES.ABL_BAL_RECOVERED_YTD,ABL_BAL_RECOVERED_YTD Balance recovered (YTD) in the current year
API_ACCOUNT_BALANCES.ABL_BAL_ADJUSTED_PLUS_YTD,ABL_BAL_ADJUSTED_PLUS_YTD Positive adjustment balance (YTD) for the current year
API_ACCOUNT_BALANCES.ABL_BAL_ADJUSTED_MINUS_YTD,ABL_BAL_ADJUSTED_MINUS_YTD Negative adjustment balance (YTD) for the current year
API_ACCOUNT_BALANCES.ABL_BAL_BILLED_IND,ABL_BAL_BILLED_IND Indicates whether the balance is billable
API_ACCOUNT_BALANCES.ABL_INTEREST_ACCRUED_IND,ABL_INTEREST_ACCRUED_IND Indicates whether interest is accruable
API_ACCOUNT_BALANCES.ABL_CHARGEOFF_METHOD_CD,ABL_CHARGEOFF_METHOD_CD Reference key to lookup chargeoff method
API_ACCOUNT_BALANCES.ABL_RESCHEDULE_METHOD_CD,ABL_RESCHEDULE_METHOD_CD Reference key to lookup reschedule method
API_ACCOUNT_BALANCES.ABL_WRITEOFF_METHOD_CD,ABL_WRITEOFF_METHOD_CD Reference key to lookup writeoff method
API_ACCOUNT_BALANCES.ABL_BAL_OPEN_CTD1,ABL_BAL_OPEN_CTD1 Opening balance (CTD) for the previous cycle
API_ACCOUNT_BALANCES.ABL_BAL_CTD1,ABL_BAL_CTD1 Posted balance (CTD) for the previous cycle
API_ACCOUNT_BALANCES.ABL_BAL_PD_CTD1,ABL_BAL_PD_CTD1 Balance paid(CTD) in the previous cycle
API_ACCOUNT_BALANCES.ABL_BAL_WAIVED_CTD1,ABL_BAL_WAIVED_CTD1 Balance waived (CTD) in the previous cycle
API_ACCOUNT_BALANCES.ABL_BAL_CHGOFF_OPEN_CTD1,ABL_BAL_CHGOFF_OPEN_CTD1 Opening Charged off balance (CTD) for the previous cycle
API_ACCOUNT_BALANCES.ABL_BAL_CHGOFF_CTD1,ABL_BAL_CHGOFF_CTD1 Charged off balance (CTD) for the previous cycle
API_ACCOUNT_BALANCES.ABL_BAL_RECOVERED_CTD1,ABL_BAL_RECOVERED_CTD1 Balance recovered (CTD) in the previous year
API_ACCOUNT_BALANCES.ABL_BAL_ADJUSTED_PLUS_CTD1,ABL_BAL_ADJUSTED_PLUS_CTD1 Positive adjustment balance (CTD) for the previous cycle
API_ACCOUNT_BALANCES.ABL_BAL_ADJUSTED_MINUS_CTD1,ABL_BAL_ADJUSTED_MINUS_CTD1 Negative adjustment balance (CTD) for the previous cycle
API_ACCOUNT_BALANCES.ABL_BAL_OPEN_YTD1,ABL_BAL_OPEN_YTD1 Opening balance (YTD) for the previous year
API_ACCOUNT_BALANCES.ABL_BAL_YTD1,ABL_BAL_YTD1 Posted balance (YTD) for the previous year
API_ACCOUNT_BALANCES.ABL_BAL_PD_YTD1,ABL_BAL_PD_YTD1 Balance paid(YTD) in the previous year
API_ACCOUNT_BALANCES.ABL_BAL_WAIVED_YTD1,ABL_BAL_WAIVED_YTD1 Balance waived (YTD) in the previous year
API_ACCOUNT_BALANCES.ABL_BAL_CHGOFF_OPEN_YTD1,ABL_BAL_CHGOFF_OPEN_YTD1 Opening Charged off balance (YTD) for the previous year
API_ACCOUNT_BALANCES.ABL_BAL_CHGOFF_YTD1,ABL_BAL_CHGOFF_YTD1 Charged off balance (YTD) for the previous year
API_ACCOUNT_BALANCES.ABL_BAL_RECOVERED_YTD1,ABL_BAL_RECOVERED_YTD1 Balance recovered (YTD) in the previous year
